SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500620,GREAT EASTE ,A ,Q,393.00,398.05,390.05,393.65,395.00,390.75,282,14366,5660039.00,
500645,DEEPAK FERT.,B ,Q,396.50,399.35,389.55,393.25,393.25,394.20,853,26344,10425331.00,
500650,EXCEL INDUST,B ,Q,619.95,635.30,615.25,627.95,630.00,611.20,210,3517,2203878.00,
500655,GARWARE POLY,XT,Q,199.90,200.00,194.10,196.70,196.20,199.90,35,6931,1374917.00,
500660,GLAXOSMITH  ,A ,Q,2380.05,2442.00,2380.00,2435.65,2440.00,2392.15,259,1656,3993628.00,
500670,GUJ.NARMADA ,A ,Q,474.20,492.75,474.20,485.35,485.35,472.25,5242,313455,151746580.00,
500672,NOVARTIS    ,B ,Q,627.05,631.70,623.10,627.25,627.25,625.45,210,5277,3306147.00,
500674,SANOFI      ,A ,Q,4626.90,4800.00,4557.05,4695.10,4694.60,4606.60,134,788,3694882.00,
500676,GLAXOSMITHKL,A ,Q,6350.65,6647.05,6350.65,6548.35,6539.90,6350.65,258,17579,112980430.00,
500680,PFIZER LTD. ,A ,Q,2006.90,2018.80,1994.05,2005.05,2005.05,1976.80,338,1519,3047379.00,
500690,GUJ.ST.FERT ,A ,Q,142.00,146.50,142.00,146.00,146.00,140.85,3001,460802,66913017.00,
500696,HIND UNI LT ,A ,Q,1330.15,1350.00,1327.00,1347.70,1347.70,1331.45,1195,34573,46196136.00,
500710,AKZOINDIA   ,B ,Q,1822.30,1839.90,1811.35,1826.40,1824.25,1821.60,69,391,713605.00,
500730,NOCIL LTD   ,B ,Q,172.00,182.00,172.00,180.55,180.55,173.70,1579,161437,28745049.00,
500770,TATA CHEM.  ,A ,Q,722.00,730.00,721.05,727.25,724.80,719.05,692,36551,26566671.00,
500777,T.P.L.      ,B ,Q,71.40,72.75,70.80,72.05,72.05,70.65,691,89235,6397333.00,
500780,ZUARIGLOB   ,B ,Q,254.50,270.00,251.20,262.25,262.25,250.40,2061,109700,28674495.00,
500790,NESTLE (I)  ,A ,Q,7918.60,7947.55,7880.00,7903.40,7900.00,7917.10,247,1178,9314536.00,
500800,TATAGLOBAL  ,A ,Q,291.20,300.95,291.20,300.15,300.15,290.60,4999,672878,200688579.00,
500820,ASIAN PAINTS,A ,Q,1155.00,1155.00,1132.00,1136.70,1136.70,1136.75,1133,32571,37087821.00,
500825,BRITANIA IND,A ,Q,4718.80,4816.00,4679.60,4752.00,4768.00,4707.05,947,28737,136166116.00,
500830,COLGATE PALM,A ,Q,1077.05,1080.00,1070.00,1072.50,1072.00,1077.30,465,10201,10953153.00,
500840,EIH LTD.    ,B ,Q,145.70,147.40,145.00,145.15,145.35,145.05,229,18414,2677944.00,
500850,INDIAN HOTEL,A ,Q,120.45,121.30,117.50,118.00,118.00,120.25,860,107857,12817791.00,
500870,CASTROL     ,A ,Q,424.25,425.90,415.75,422.80,422.80,422.75,3135,297078,125149527.00,
500875,ITC LTD.    ,A ,Q,264.50,265.40,263.10,264.60,264.60,263.10,2892,517172,136655560.00,
500877,APOLLO TYRES,A ,Q,255.00,260.45,254.85,259.40,259.40,254.30,1280,97788,25323659.00,
500878,CEAT LIMITED,A ,Q,1795.85,1843.00,1795.85,1831.00,1831.00,1791.35,1279,29167,53331868.00,
500890,MODI RUBBER ,T ,Q,104.00,112.70,102.30,112.70,112.70,107.35,13,2973,331578.00,
500940,FINOLEX IND.,A ,Q,649.00,649.00,632.00,633.10,633.10,640.20,427,7945,5063476.00,
500945,VALUE IND L ,T ,Q,8.27,8.68,8.27,8.58,8.65,8.27,15,3891,33229.00,
501148,DALAL ST INV,XT,Q,97.80,99.75,97.80,99.75,99.75,97.80,3,10,987.00,
501150,CENTRUM CAP ,B ,Q,73.05,74.75,71.80,72.95,72.95,73.60,1099,509934,37290089.00,
501179,OSCAR INV.  ,X ,Q,229.95,230.00,215.05,220.40,217.00,220.00,32,1250,277453.00,
501242,TCI FINANCE ,B ,Q,25.80,25.80,24.90,25.70,25.70,24.70,31,5509,138896.00,
501295,INDUS.INV.TR,T ,Q,120.00,121.50,120.00,121.25,121.00,124.00,8,1210,145440.00,
501298,INDUS.&PRUD.,X ,Q,1419.95,1419.95,1380.05,1380.05,1380.05,1400.00,18,176,245043.00,
501301,TATA INVEST.,B ,Q,837.35,861.70,829.90,849.00,849.00,845.15,269,3271,2786340.00,
501343,MOTOR&GEN.FI,B ,Q,39.60,40.65,39.50,40.60,39.50,38.75,38,27426,1112488.00,
501370,WALCHAND PF ,X ,Q,160.20,175.00,160.20,171.20,171.00,164.65,47,4256,731278.00,
501391,W.H.BRADY   ,XT,Q,214.00,215.00,213.75,215.00,215.00,225.00,5,261,55845.00,
501421,SOLIX TECHNO,XT,Q,252.95,252.95,252.95,252.95,252.95,246.60,1,5,1264.00,
501423,SHA ENG PLA ,X ,Q,964.95,999.70,900.20,911.85,905.00,936.35,209,9066,8467440.00,
501425,BOM.BURMAH  ,A ,Q,1470.00,1510.00,1469.95,1502.80,1502.80,1461.90,2321,48077,71836855.00,
501430,BOM.CYCLE   ,X ,Q,1877.00,1881.50,1876.00,1881.50,1881.00,1875.00,4,57,107219.00,
501455,GREAVES COTT,B ,Q,115.45,116.90,114.00,114.35,114.35,114.70,1392,342164,39480343.00,
501700,INDIA NIVEH ,X ,Q,47.60,47.70,47.55,47.65,47.65,47.60,30,5812,276776.00,
501833,CHOWGULE ST ,XT,Q,14.70,14.70,14.50,14.50,14.50,14.85,4,1200,17420.00,
501848,GLOBAL OFFS ,T ,Q,33.40,34.25,31.80,34.15,34.25,32.90,124,62768,2102427.00,
502015,ASSOC.STONE ,X ,Q,39.60,41.90,39.60,41.15,41.15,40.15,265,45898,1885631.00,
502090,SAGAR CEM.  ,B ,Q,828.15,840.70,821.00,826.45,826.45,820.95,28,457,377756.00,
502137,DECAN CEMENT,B ,Q,551.00,569.00,551.00,565.05,565.60,552.05,159,31753,17669286.00,
502157,MANGALAM CEM,B ,Q,354.55,358.80,346.20,348.10,348.00,348.65,53,2063,724148.00,
502165,OCL INDIA L ,B ,Q,1520.00,1525.00,1500.10,1516.20,1516.00,1504.30,73,628,953725.00,
502168,N C L IND.  ,B ,Q,250.20,253.70,248.00,249.40,249.40,245.10,327,21290,5339688.00,
502175,SAURAS.CEM. ,X ,Q,81.50,82.80,79.10,80.25,81.00,79.85,404,75992,6087430.00,
502180,SRI DIGV CEM,X ,Q,25.30,26.25,25.30,25.80,25.80,25.50,121,34647,893192.00,
502219,BOROSIL GLAS,B ,Q,968.50,1008.80,962.15,1004.25,1004.25,968.50,847,20721,20506024.00,
502250,MARATH.REFRA,XT,Q,338.90,338.90,320.00,320.00,320.00,322.80,3,550,176945.00,
502281,TRIVENI GLAS,XT,Q,23.30,23.85,22.75,23.10,23.05,23.40,42,12616,290981.00,
502330,IPAPPM      ,B ,Q,312.55,322.00,310.00,315.10,315.10,310.75,505,15625,4934911.00,
502355,BALKRISH IND,A ,Q,2480.25,2509.20,2450.50,2494.60,2504.00,2476.35,3015,60623,150540775.00,
502407,NATH PULP   ,X ,Q,49.35,49.90,49.35,49.90,49.90,52.50,4,66,3286.00,
502420,ORIENT PAPER,B ,Q,135.00,137.70,134.20,134.90,134.70,132.85,486,27580,3735980.00,
502445,CITADEL     ,X ,Q,80.00,80.00,76.10,79.95,79.95,79.20,9,701,53503.00,
502448,ROLLATAINER ,T ,Q,5.89,6.06,5.60,5.68,5.60,5.89,50,12122,70240.00,
502450,SESHA.PAPER ,B ,Q,863.70,905.00,860.00,891.05,882.05,865.80,188,2967,2603679.00,
502587,RAMA PULP   ,XT,Q,35.75,37.70,35.75,36.95,37.60,36.05,45,31338,1147502.00,
502742,SINTEX IND. ,A ,Q,23.00,23.90,22.85,23.45,23.45,22.85,1629,1198226,28029623.00,
502761,BLUE BLEND  ,B ,Q,34.90,35.50,33.00,33.85,33.20,34.50,162,42719,1453602.00,
502820,DCM LTD.    ,B ,Q,107.60,107.60,104.75,107.50,107.50,106.00,74,5075,540969.00,
502865,FORBES & CO ,B ,Q,3270.00,3467.00,3260.00,3376.65,3376.65,3214.65,2227,24751,83537668.00,
502937,KESORAM IND ,B ,Q,141.00,143.70,139.10,142.55,142.55,140.30,1502,131693,18744985.00,
502958,LAKSHMI MILL,X ,Q,2810.00,2990.00,2810.00,2950.00,2950.00,2820.05,32,150,441366.00,
502986,VARDH TEXT  ,B ,Q,1315.35,1337.20,1315.00,1317.90,1322.00,1315.30,128,1496,1988991.00,
503015,MODERN INDIA,X ,Q,50.00,50.00,47.70,47.70,47.70,50.00,2,800,38620.00,
503031,PENLAND LTD ,B ,Q,34.20,36.45,34.20,35.80,35.80,34.20,1034,230250,8156693.00,
503100,PHOENIX MILL,B ,Q,588.80,595.80,576.00,579.05,576.00,587.05,154,903,526906.00,
503101,MARATHON NEX,B ,Q,593.00,598.00,570.00,572.85,572.85,581.30,95,3333,1911024.00,
503162,REL.CHEMOTX ,X ,Q,84.50,88.45,84.00,88.30,88.45,86.55,27,2657,232061.00,
503169,RUBY MILLS  ,B ,Q,326.00,326.80,318.00,320.60,320.60,321.30,46,1333,429673.00,
503310,SWAN ENG    ,B ,Q,192.60,194.70,190.50,190.90,190.55,191.30,179,17403,3342561.00,
503349,VICTORIA MIL,X ,Q,3700.05,3858.00,3651.05,3651.05,3651.05,3689.80,16,29,107733.00,
503657,VEER ENERGY ,X ,Q,34.75,37.80,34.40,37.80,37.80,34.40,641,477879,17546756.00,
503722,BANSW.SYNTEX,B ,Q,136.00,149.00,136.00,142.85,142.85,137.65,209,15912,2292974.00,
503776,MODIPON     ,XT,Q,34.35,34.35,34.35,34.35,34.35,35.75,2,110,3778.00,
503804,SHRI DINESH ,X ,Q,205.40,231.30,192.50,216.65,231.30,210.30,240,26394,5483596.00,
503806,SRF LIMITED ,A ,Q,1890.00,1940.00,1884.00,1928.15,1931.25,1887.70,1583,26823,51630383.00,
503811,SIYARAM SILK,B ,Q,749.35,756.05,745.80,753.30,750.00,747.00,128,1087,815959.00,
503816,SWAD.POLYTEX,XT,Q,10.05,10.05,10.05,10.05,10.05,9.95,1,150,1507.00,
503831,FOMENTO HOTE,X ,Q,142.00,154.25,142.00,152.45,154.00,140.20,42,2368,358911.00,
503837,SHREE RAJSYN,ST,Q,18.25,18.95,17.40,18.95,18.95,18.20,6,5150,93640.00,
503881,HIND.SYNTEX ,T ,Q,6.00,6.02,6.00,6.00,6.00,6.26,4,1300,7808.00,
503960,BHARAT BIJLE,B ,Q,1198.55,1220.00,1165.25,1180.85,1180.85,1159.30,541,6921,8264899.00,
504000,ELPRO INTER ,X ,Q,50.00,51.50,50.00,50.55,50.55,50.00,30,6375,323826.00,
504008,EMCO LTD.   ,B ,Q,19.50,20.65,19.50,19.80,19.80,18.80,832,279523,5647085.00,
504028,GEE LTD     ,X ,Q,49.45,52.00,49.45,50.30,50.30,49.00,44,6246,314573.00,
504036,HIND.RECT   ,B ,Q,117.00,117.95,117.00,117.70,117.70,117.15,60,3433,403407.00,
504058,NIPPOBATRY  ,B ,Q,873.55,873.55,862.00,866.15,869.80,866.95,24,287,247717.00,
504067,ZENSAR TECH.,B ,Q,830.15,847.00,825.10,845.40,845.20,824.00,37,191,160178.00,
504076,JYOTI LTD.  ,X ,Q,50.00,53.00,49.15,51.70,53.00,52.45,23,3305,167726.00,
504080,JSL LTD.    ,XT,Q,99.30,99.30,99.30,99.30,99.30,98.85,2,106,10525.00,
504084,KAYCEE IND  ,X ,Q,7997.00,8351.40,7900.00,8351.40,8351.40,7953.75,24,61,508124.00,
504092,INDOKEM LTD.,X ,Q,26.65,29.50,26.65,29.20,28.00,28.00,58,10195,293395.00,
504093,PANA ENERG  ,XT,Q,361.80,367.00,354.00,364.25,364.25,354.35,94,3395,1228243.00,
504112,NELCO LTD.  ,B ,Q,114.00,116.05,113.35,114.55,114.55,113.55,336,23550,2703404.00,
504132,PERM MAGNETS,X ,Q,99.80,101.65,92.20,101.65,101.65,96.85,109,18503,1841086.00,
504176,HIGH ENERGY ,X ,Q,354.00,354.00,353.00,353.00,353.00,339.00,3,55,19445.00,
504180,STD.BATTERY ,XT,Q,7.43,7.43,7.43,7.43,7.43,7.43,2,31,230.00,
504212,UNIV.CABLE  ,B ,Q,186.05,192.40,185.10,189.10,189.00,185.10,559,27006,5119155.00,
504220,W.S.INDUSTR.,B ,Q,7.35,7.89,7.33,7.71,7.73,7.79,42,14681,113415.00,
504240,DELTON CABLE,XT,Q,26.00,26.00,26.00,26.00,26.00,27.00,5,636,16536.00,
504258,LAKSHMI ELEC,X ,Q,741.75,747.00,731.00,743.35,746.00,735.15,72,1880,1391075.00,
504273,TUMUS ELECTR,P ,Q,50.50,50.50,50.50,50.50,50.50,50.50,2,200,10100.00,
504341,RELTD       ,XT,Q,41.90,41.90,41.90,41.90,41.90,40.00,2,100,4190.00,
504392,KRISHNA VEN ,XT,Q,213.10,213.10,213.05,213.05,213.05,223.05,2,4,852.00,
504605,UNI ABEX    ,X ,Q,391.00,391.00,390.70,390.70,390.70,400.00,2,150,58611.00,
504614,SARDA ENMIN ,B ,Q,450.25,483.75,450.25,481.15,481.15,465.50,507,24327,11562343.00,
504646,BHAGWATI AUT,X ,Q,119.00,120.00,112.60,119.50,118.05,116.45,41,3952,467276.00,
504673,UNIV.PRIME  ,XT,Q,1.84,1.84,1.83,1.83,1.83,1.90,3,600,1099.00,
504697,GALADA TELE.,XT,Q,6.96,6.96,6.96,6.96,6.96,7.32,7,8795,61213.00,
504701,GONTER PEIP ,X ,Q,9.00,9.24,8.37,8.91,8.92,8.81,18,4197,36063.00,
504741,IND.HUME PIP,B ,Q,423.00,436.75,423.00,430.35,429.65,427.05,152,3593,1552969.00,
504786,INVEST &PREC,X ,Q,418.00,425.00,415.00,417.75,417.75,417.50,44,3355,1406921.00,
504840,KAIRA CAN CO,XT,Q,1211.00,1211.00,1200.00,1200.00,1200.00,1166.75,2,3,3611.00,
504879,ORIENT ABRAS,B ,Q,48.50,49.60,47.65,49.15,49.50,48.05,181,25259,1224346.00,
504903,RATHI ST    ,XT,Q,2.51,2.75,2.51,2.69,2.75,2.64,8,1390,3696.00,
504908,DUNCANENG   ,ST,Q,96.00,100.80,96.00,100.80,100.80,96.00,8,564,55664.00,
504918,SANDUR MANG.,X ,Q,1235.00,1278.00,1235.00,1250.45,1250.45,1239.55,550,11345,14269065.00,
504959,STOVAC IND. ,X ,Q,3175.00,3175.00,3030.50,3060.00,3060.00,3040.10,31,183,573309.00,
504961,TATA YODOGAW,X ,Q,75.10,75.10,65.45,71.40,71.40,68.40,94,12085,857541.00,
504966,TINPLATE    ,B ,Q,259.65,273.65,258.55,270.10,270.10,256.70,6920,487548,130182163.00,
504973,TIFHL       ,A ,Q,590.00,605.25,590.00,595.95,595.00,596.20,60,2333,1398057.00,
504988,WELCAST     ,X ,Q,990.00,990.00,912.45,950.55,951.00,922.50,14,63,59682.00,
505010,AUTO AXLES  ,B ,Q,1426.05,1426.10,1404.00,1408.30,1407.00,1414.65,186,1959,2763866.00,
505029,ATLAS CYCLES,T ,Q,208.95,210.00,202.55,208.15,208.45,207.60,58,3981,820530.00,
505036,AUTO COR.GOA,X ,Q,1288.00,1339.00,1280.00,1297.35,1292.00,1287.80,167,3949,5159225.00,
505075,SETCO AUTO  ,B ,Q,56.00,64.20,55.35,62.70,62.70,55.30,12024,2489369,152929777.00,
505141,SCOOTERS IND,XT,Q,45.25,47.30,45.20,47.00,47.00,46.15,25,2279,106689.00,
505160,TALBROS AUTO,B ,Q,305.00,318.60,300.00,318.60,318.60,289.65,2933,165594,51800770.00,
505163,ZF STEERING ,B ,Q,1385.55,1390.00,1342.15,1345.95,1345.50,1369.25,280,4481,6071497.00,
505192,SMLISUZU    ,B ,Q,847.40,892.00,847.40,886.40,886.40,848.30,880,8450,7429404.00,
505196,TIL LTD.    ,B ,Q,574.50,628.95,561.35,622.15,622.15,584.60,900,17384,10545695.00,
505200,EICHER MOTOR,A ,Q,30000.00,31000.00,30000.00,30794.95,30794.95,29909.50,4929,21550,660140254.00,
505216,ALFRED HERB ,X ,Q,675.10,775.00,675.10,769.80,769.80,778.00,16,50,37583.00,
505230,CIMMCO      ,T ,Q,111.10,117.95,110.00,116.95,116.70,113.05,53,6608,767700.00,
505232,VELJAN      ,XT,Q,1040.00,1080.00,1040.00,1072.10,1079.95,1051.50,38,729,772182.00,
505242,DYNAMAT.TECH,B ,Q,1975.60,2047.95,1943.25,2008.05,2008.05,1999.00,21,109,218776.00,
505250,G.G.DANDEKAR,XT,Q,94.00,94.70,90.20,92.05,92.00,90.20,43,4534,424648.00,
505255,GMM PFAUDLER,X ,Q,655.00,678.00,655.00,669.00,674.95,659.55,262,4612,3100707.00,
505283,KIRLOSAR PN ,B ,Q,919.90,924.00,914.00,921.00,921.00,910.05,123,5502,5058280.00,
505299,KULK-POWER  ,XT,Q,49.55,49.55,49.55,49.55,49.55,49.55,11,855,42365.00,
505302,LAXMI AUTOLM,XT,Q,50.10,50.10,50.10,50.10,50.10,50.10,1,30,1503.00,
505324,MANUGRAPH IN,B ,Q,48.30,48.50,47.60,47.60,47.60,47.70,33,3091,147630.00,
505343,MONOTYPE IND,X ,Q,5.50,5.50,5.50,5.50,5.50,5.50,3,506,2783.00,
505355,NESCO LTD   ,B ,Q,523.50,524.70,516.00,517.25,518.00,516.40,180,4683,2433185.00,
505358,INTEGRA ENG ,X ,Q,60.05,62.50,60.00,61.20,60.65,60.30,129,17518,1071507.00,
505368,REVATHI EQU.,B ,Q,660.00,684.00,660.00,684.00,684.00,659.60,23,603,408055.00,
505400,TEXINFRA    ,B ,Q,70.90,72.00,69.00,70.30,70.30,69.90,366,67735,4801792.00,
505412,WENDT(INDIA),B ,Q,2326.05,2400.00,2326.00,2383.20,2393.00,2331.95,12,27,64157.00,
505502,PSITINFRA   ,XT,Q,62.45,62.45,62.40,62.45,62.45,62.50,11,20000,1248750.00,
505509,RESPON IND  ,B ,Q,40.90,40.90,39.75,39.75,39.75,40.05,33,1961,79111.00,
505526,DOLAT INV.  ,XT,Q,7.25,7.25,7.25,7.25,7.25,7.25,7,4672,33872.00,
505533,WESTLIFE DEV,B ,Q,334.00,344.95,332.40,335.50,335.50,331.40,2720,93268,31635860.00,
505537,ZEE ENTER   ,A ,Q,577.80,583.30,574.20,578.70,578.90,573.30,860,78823,45664199.00,
505590,SVPGLOB     ,X ,Q,475.00,490.00,467.00,480.65,480.00,474.55,580,58393,27770829.00,
505650,SKYL MILLAR ,XT,Q,3.35,3.35,3.35,3.35,3.35,3.41,1,550,1842.00,
505665,ANTIF BEARNG,X ,Q,477.50,493.00,470.00,490.00,490.00,484.10,55,1930,943456.00,
505681,BIMETAL BEAR,X ,Q,536.00,545.00,533.00,539.05,545.00,540.00,19,246,132012.00,
505688,BHARAT GEARS,B ,Q,188.15,204.00,188.00,199.40,203.00,186.50,412,29820,5883351.00,
505700,ELECON ENG  ,B ,Q,91.50,95.50,90.75,94.75,94.75,90.75,1749,278653,26004761.00,
505703,DECCAN BEAR.,XT,Q,23.00,23.10,23.00,23.10,23.10,22.00,9,636,14644.00,
505710,GRAUER& WEIL,B ,Q,69.10,71.20,69.10,69.85,69.85,69.00,754,151729,10618653.00,
505712,GUJ.AUTO GE ,X ,Q,324.90,324.90,318.10,320.15,319.25,318.05,33,1210,387672.00,
505714,GABRIEL(I)  ,B ,Q,194.05,195.00,193.00,193.70,193.60,192.25,328,15241,2959908.00,
505720,HERC.HOISTS ,B ,Q,144.20,146.85,144.00,144.85,144.85,144.20,52,2499,362437.00,
505726,IFB IND.LTD.,B ,Q,1376.00,1406.95,1371.70,1399.20,1395.05,1338.95,206,1998,2779424.00,
505729,SINGER INDIA,X ,Q,259.30,259.40,249.10,255.65,255.65,253.90,234,21432,5436969.00,
505737,INTER.COMBUS,X ,Q,448.90,456.00,445.00,447.70,447.70,450.25,88,2317,1041361.00,
505744,FED MOG GOE ,B ,Q,507.75,509.85,498.10,498.55,498.10,500.85,230,2147,1079296.00,
505750,JOSTS ENG.  ,X ,Q,1024.00,1044.00,1000.00,1006.65,1006.00,1029.15,24,310,314953.00,
505790,SCHAEFFLER  ,B ,Q,5219.95,5247.00,5100.00,5212.15,5238.00,5213.80,64,327,1700887.00,
505800,RANE HOLDIN ,B ,Q,2194.55,2250.00,2194.55,2223.30,2218.30,2204.85,67,436,972611.00,
505827,SNL BEARINGS,X ,Q,336.00,370.00,334.95,353.65,370.00,331.85,107,3785,1317275.00,
505840,JAIPAN INDUS,ST,Q,48.55,48.55,44.20,45.65,47.00,46.25,50,9347,430692.00,
505850,MANCREDIT   ,X ,Q,3.40,3.50,3.30,3.50,3.50,3.47,110,234059,810041.00,
505854,TRF LTD.    ,T ,Q,243.00,245.45,241.00,243.80,243.80,241.55,82,6106,1486826.00,
505872,WPIL LTD.   ,X ,Q,660.00,679.00,660.00,675.70,675.70,650.05,247,8280,5564509.00,
505890,KENNAMETAL  ,B ,Q,836.45,840.00,805.05,810.35,810.35,826.70,449,10655,8802104.00,
505978,TRITON VALVE,X ,Q,1925.00,1960.00,1925.00,1941.55,1945.00,1897.35,91,857,1663455.00,
506003,SUDAL INDUS ,X ,Q,9.45,9.45,9.45,9.45,9.45,9.00,4,406,3836.00,
506022,PRAKASH IND.,B ,Q,158.85,173.80,158.85,170.55,170.55,157.20,7573,970474,162645196.00,
506074,ARSHIYA     ,B ,Q,97.10,103.45,97.10,101.40,102.40,96.75,956,85034,8625291.00,
506076,GRIND NORTON,B ,Q,520.95,524.85,515.65,524.85,524.85,520.50,8,415,215819.00,
506079,LAKSHMI PREC,B ,Q,40.10,41.90,40.10,41.90,41.90,40.00,3,221,9079.00,
506105,STANROSE MAF,X ,Q,182.00,183.00,180.00,180.00,180.00,180.00,16,3650,658007.00,
506109,GENESYS INT.,B ,Q,337.50,340.80,325.05,328.50,328.50,331.20,161,11191,3710665.00,
506122,PANKAJPIYUS ,X ,Q,61.50,61.50,61.50,61.50,61.50,62.00,1,150,9225.00,
506128,PARNAXLAB   ,X ,Q,52.85,60.00,52.50,57.45,57.25,54.90,115,28961,1650226.00,
506146,VISAGAR POL ,B ,Q,1.64,1.64,1.64,1.64,1.64,1.72,13,20645,33857.00,
506180,SHRI OM TRD ,XT,Q,127.40,127.40,127.40,127.40,127.40,127.40,1,1,127.00,
506184,KANANI IND  ,B ,Q,9.95,9.95,9.90,9.90,9.90,10.15,3,1102,10937.00,
506194,ARIH SUPER  ,B ,Q,144.00,146.70,142.50,145.05,145.05,144.40,539,78149,11308109.00,
506197,BLISSGVS PH ,B ,Q,204.40,204.40,198.30,200.10,203.00,197.65,410,99128,19781632.00,
506222,INEOSSTYRO  ,B ,Q,1082.40,1083.85,1057.05,1071.90,1077.70,1071.55,81,985,1055333.00,
506235,ALEMBIC LTD.,B ,Q,44.00,48.50,43.70,47.90,47.90,43.50,4783,1149520,53883472.00,
506248,AMINES&PLAST,X ,Q,65.55,68.80,65.55,67.20,66.65,65.55,80,9960,672202.00,
506260,ANUH PHARMA ,X ,Q,170.75,173.70,170.75,172.65,172.65,170.75,69,4485,772493.00,
506261,MODISON MET.,X ,Q,75.95,75.95,73.00,73.85,74.00,72.95,131,18889,1395724.00,
506285,BAYER CROP  ,A ,Q,4084.95,4194.00,4064.30,4155.35,4190.00,4085.00,233,637,2622524.00,
506365,CHEMO PHARMA,XT,Q,42.70,42.70,42.70,42.70,42.70,44.90,1,14,597.00,
506390,CLARI CHEM  ,B ,Q,567.35,575.40,556.10,567.80,569.05,557.30,216,3251,1835664.00,
506395,COROM INTER ,A ,Q,530.00,535.85,521.50,524.25,524.25,532.05,705,21540,11332146.00,
506401,DEEPAK NITR.,B ,Q,221.90,223.50,219.50,220.80,220.50,218.90,700,49274,10919521.00,
506405,DHARAMSI CHM,X ,Q,110.50,113.45,109.20,109.80,109.50,109.05,90,23896,2644957.00,
506414,DIL LTD     ,XT,Q,1707.30,1707.30,1632.00,1693.85,1692.95,1626.00,76,4512,7685543.00,
506480,GOCLCORP    ,B ,Q,520.00,532.00,520.00,530.35,529.00,512.50,62,2198,1158536.00,
506520,JAYSHRI CHEM,X ,Q,17.05,18.50,17.05,18.15,18.10,17.50,132,45952,834726.00,
506522,JL MORISON  ,X ,Q,1251.15,1269.90,1241.00,1262.00,1262.00,1263.60,26,263,328648.00,
506525,KANORIA CHEM,B ,Q,95.65,100.40,95.00,98.30,98.30,94.40,1080,75950,7441199.00,
506528,KELTECH EN. ,XT,Q,1305.00,1345.00,1305.00,1336.55,1345.00,1302.35,21,348,462173.00,
506532,NITTA GELA  ,X ,Q,252.70,274.00,252.40,268.05,268.05,248.40,1150,104897,27960203.00,
506543,M.P.AGRO IND,P ,Q,5.22,5.76,5.22,5.69,5.76,5.49,14,9000,50828.00,
506579,ORIENT.CARB.,B ,Q,1242.15,1242.15,1215.00,1221.70,1222.00,1230.90,60,570,698294.00,
506590,PHIL.CARBON ,B ,Q,935.00,947.80,931.00,938.60,938.60,930.05,761,15621,14666735.00,
506597,AMAL PRODUCT,X ,Q,189.00,196.90,185.00,190.40,192.00,185.20,67,4862,917222.00,
506605,POLYCHEM    ,X ,Q,370.00,449.00,370.00,412.90,412.90,410.00,7,45,18489.00,
506618,PUN.CHEM    ,B ,Q,437.00,447.00,434.55,442.15,443.00,432.40,125,9981,4398405.00,
506642,SADHANA NITR,X ,Q,94.95,97.90,91.30,95.30,93.15,91.35,86,12458,1182343.00,
506655,SUDARSH.CHEM,B ,Q,381.80,386.40,375.90,379.45,380.00,376.85,452,11610,4426939.00,
506685,ULTRAMARINE ,X ,Q,292.10,293.45,288.00,291.25,290.60,290.15,213,20905,6085636.00,
506687,TRANSPEK    ,X ,Q,1390.00,1390.00,1355.00,1372.00,1366.00,1350.95,137,29949,41107923.00,
506690,UNICHEM LAB ,B ,Q,306.00,307.70,302.90,306.25,306.25,306.10,176,6889,2101568.00,
506720,ZANDUREALTY ,T ,Q,2049.00,2090.70,1910.50,2086.75,2090.70,1991.15,221,1465,2998777.00,
506734,MYS PETRO   ,X ,Q,133.00,141.00,133.00,139.65,141.00,136.25,24,706,97159.00,
506767,ALKYL AMINES,B ,Q,603.00,603.00,596.00,596.30,596.00,600.05,32,223,133329.00,
506808,TUTICORIN.  ,ST,Q,12.25,12.50,11.47,12.01,12.01,12.00,10,3128,38133.00,
506820,ASTRAZEN.PH.,B ,Q,1121.65,1164.00,1121.65,1141.15,1141.15,1122.05,90,684,782011.00,
506852,PUN.ALKALI  ,XT,Q,29.00,30.10,28.10,29.85,29.40,29.15,68,28269,836035.00,
506854,TANFAC IND. ,XT,Q,128.25,132.10,128.10,130.65,130.00,128.30,58,9477,1229908.00,
506858,GUJ.PETRO   ,XT,Q,21.05,21.05,21.05,21.05,21.05,20.05,1,70,1473.00,
506863,SWADESHI IND,SS,Q,3.24,3.24,3.24,3.24,3.24,3.24,17,7110,23036.00,
506879,GUJ.THEMIS. ,X ,Q,56.55,57.80,56.00,56.55,56.00,56.10,135,9464,539195.00,
506910,JAYSN DYEST ,X ,Q,75.95,76.70,75.25,75.90,75.90,75.00,11,610,46318.00,
506919,MAKERS LAB. ,X ,Q,104.00,104.00,95.00,100.25,101.00,99.30,57,7376,739275.00,
506935,CONT.CHEM   ,P ,Q,4.83,4.83,4.83,4.83,4.83,4.60,1,150,724.00,
506943,J.B.CHEMICAL,B ,Q,307.00,309.00,302.00,306.05,308.90,304.05,413,12954,3967209.00,
506981,BL.CHIP TEX ,X ,Q,117.80,122.45,117.05,121.25,122.45,120.20,50,2474,297103.00,
